ID,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Meterage_KM,Cylinders,Gear box type,Drive wheels,Doors,Steering wheel,Color,Airbags,Price
44491221,TOYOTA,Prius,2016,Sedan,Yes,Hybrid,1.8,80000,4,Tiptronic,Front,4,Left-hand drive,Grey,12,18817
45797440,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,130814,4,Automatic,Front,4,Left-hand drive,Silver,4,11563
45803037,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,109446,4,Automatic,Front,4,Left-hand drive,White,4,45376
45781778,TOYOTA,RAV 4,2002,Jeep,No,Petrol,2,140000,4,Manual,All Wheel Drive,4,Left-hand drive,Silver,8,15681
45805158,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,143544,4,Automatic,Front,4,Left-hand drive,White,4,33707
45778474,FORD,Transit,1999,Microbus,No,Diesel,2.4,0,4,Manual,Rear,2,Left-hand drive,White,0,12544
45803396,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,418369,4,Automatic,Front,4,Left-hand drive,Silver,4,11604
45777979,BMW,525,2000,Sedan,No,CNG,2.5,157000,6,Manual,Rear,4,Left-hand drive,Blue,4,6800
45788258,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.6,84800,4,Tiptronic,Front,4,Left-hand drive,Silver,8,17876
45767389,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,187334,4,Automatic,Front,4,Left-hand drive,White,12,188
45775119,MERCEDES-BENZ,E 350,2006,Sedan,Yes,Petrol,3.5,220000,6,Tiptronic,Rear,4,Left-hand drive,Silver,12,18189
44526921,LEXUS,RX 400 HYBRID,2008,Jeep,Yes,Hybrid,3.3,119000,6,Automatic,All Wheel Drive,4,Left-hand drive,Blue,10,28225
45787468,TOYOTA,Corolla verso,2007,Minivan,No,Diesel,2.2 Turbo,112000,4,Manual,Front,4,Left-hand drive,Black,4,2509
45802296,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,51831,4,Automatic,Front,4,Left-hand drive,Grey,4,44247
45367132,TOYOTA,Camry,2019,Sedan,No,Hybrid,2.5 Turbo,3000,4,Tiptronic,Front,4,Left-hand drive,Grey,8,71503
45700038,MITSUBISHI,Pajero IO,1998,Jeep,No,Petrol,1.8,200000,4,Automatic,All Wheel Drive,2,Left-hand drive,Silver,2,7213
45645755,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,150909,8,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,4077
45793937,MERCEDES-BENZ,E 200,1999,Sedan,Yes,Petrol,2,318406,4,Manual,Rear,4,Left-hand drive,Blue,6,6586
45793760,BMW,528 i,2008,Sedan,Yes,Petrol,3,190000,6,Tiptronic,Rear,4,Left-hand drive,Black,6,15681
45772061,TOYOTA,Tacoma,2017,Sedan,Yes,Petrol,3.5,174827,6,Automatic,All Wheel Drive,4,Left-hand drive,Silver,12,3763
45620684,BMW,X5,2011,Sedan,Yes,Petrol,4.4,139363,8,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,157
45803572,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,547288,4,Automatic,Front,4,Left-hand drive,Orange,4,13172
45808567,AUDI,A4,2014,Sedan,Yes,Petrol,2,123640,4,Automatic,All Wheel Drive,4,Left-hand drive,Blue,12,6586
45791126,AUDI,Q5,2017,Jeep,Yes,Petrol,2,75186,4,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,47042
45809096,DAEWOO,Lacetti,2009,Sedan,Yes,Diesel,2,39031,4,Automatic,Front,4,Left-hand drive,Blue,4,5865
45725235,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,102000,4,Automatic,Front,4,Left-hand drive,Black,4,20883
45798505,HONDA,Odyssey,2008,Minivan,No,LPG,2.4,20000,4,Manual,Front,4,Right-hand drive,Grey,6,10976
45653699,MITSUBISHI,L 200,2010,Pickup,No,Diesel,2.4,175000,4,Manual,All Wheel Drive,4,Left-hand drive,White,2,23521
45789888,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,67861,4,Automatic,Front,4,Left-hand drive,Carnelian red,4,25402
45745111,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,14590,4,Automatic,Front,4,Right-hand drive,Grey,0,9095
45816140,HYUNDAI,Elantra,2013,Coupe,Yes,Petrol,1.8,89962,4,Automatic,Front,2,Left-hand drive,Blue,12,2666
45089390,TOYOTA,Camry,2019,Sedan,Yes,Petrol,2.5,25000,4,Tiptronic,Front,4,Left-hand drive,White,12,87497
45642392,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549,4,Automatic,Front,4,Left-hand drive,Black,12,5018
45777856,HYUNDAI,Tucson,2008,Jeep,No,Petrol,2,270000,4,Manual,All Wheel Drive,4,Left-hand drive,Black,4,12231
45782226,HONDA,Insight EX,2011,Hatchback,No,Hybrid,1.3,150000,4,Manual,Front,4,Left-hand drive,Grey,8,11604
45797674,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,36239,4,Automatic,Front,4,Left-hand drive,Grey,4,20005
45642496,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549,4,Automatic,Front,4,Left-hand drive,Black,12,5018
45816638,FORD,Fiesta 1.6,2014,Hatchback,No,Petrol,1.6,134400,3,Automatic,Front,4,Left-hand drive,Grey,0,13799
45725500,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2,127500,4,Automatic,Front,4,Left-hand drive,Silver,4,13068
45518419,FORD,Focus,2012,Hatchback,No,Petrol,2,2012,4,Tiptronic,Front,4,Left-hand drive,Black,12,14113
45816597,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,157859,4,Automatic,Front,4,Left-hand drive,Black,12,314
45815900,HYUNDAI,Santa FE,2015,Jeep,Yes,Petrol,2.4,245653,4,Automatic,Front,4,Left-hand drive,Black,12,1019
45795519,FORD,C-MAX,2016,Hatchback,No,Hybrid,2,0,4,Automatic,Front,4,Left-hand drive,White,0,16465
45020059,NISSAN,Teana,2004,Sedan,No,Petrol,2.3,160000,6,Automatic,Front,4,Right-hand drive,Silver,6,7300
45809074,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,50549,4,Automatic,Front,4,Left-hand drive,Silver,4,6899
45789776,CHEVROLET,Matiz,2007,Sedan,Yes,Petrol,0.8,134863,4,Automatic,Front,4,Left-hand drive,Golden,4,3293
45768348,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,72000,4,Tiptronic,Front,4,Left-hand drive,Silver,0,17249
45744803,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,46527,4,Automatic,Front,4,Left-hand drive,Black,4,10192
45644820,TOYOTA,Highlander,2014,Sedan,Yes,Hybrid,3.5,166560,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,39201
45809726,HONDA,Civic,2013,Sedan,Yes,Petrol,1.8,87000,4,Automatic,Front,4,Left-hand drive,Blue,4,36235
45727306,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,125926,4,Automatic,Front,4,Left-hand drive,Black,4,22843
45810298,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2,65006,4,Automatic,Front,4,Left-hand drive,Silver,4,21699
45804231,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,134312,4,Automatic,Front,4,Left-hand drive,Black,4,25299
41921968,MAZDA,Mazda 3,2006,Hatchback,No,Petrol,1.6,11111,4,Automatic,Front,4,Right-hand drive,Grey,6,2300
45651078,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032,4,Automatic,Front,4,Left-hand drive,Silver,12,392
45776506,OPEL,Corsa,1996,Coupe,No,Petrol,1.4,280000,4,Manual,Front,2,Left-hand drive,Blue,0,2500
45283965,BMW,328,2014,Sedan,Yes,Petrol,2.0 Turbo,74000,4,Tiptronic,Rear,4,Left-hand drive,White,12,40142
45809339,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.5,94500,4,Automatic,Front,4,Left-hand drive,Red,4,19124
45793975,RENAULT,Scenic,2007,Minivan,No,Diesel,1.5 Turbo,240000,4,Manual,Front,4,Left-hand drive,Black,6,11604
45800055,BMW,525,1998,Sedan,No,Petrol,2.5,100000,6,Manual,Rear,5,Left-hand drive,Silver,6,7213
45793506,CHEVROLET,Captiva,2010,Jeep,Yes,Diesel,2,61232,4,Automatic,Front,4,Left-hand drive,White,4,11917
45308956,BMW,320,2005,Sedan,No,Diesel,2.0 Turbo,284000,4,Manual,Rear,4,Left-hand drive,Grey,9,17249
45807034,FORD,C-MAX,2013,Hatchback,Yes,Hybrid,2,200925,4,Manual,Front,4,Left-hand drive,Black,12,23521
45815350,LEXUS,NX 200,2015,Jeep,Yes,Petrol,2,109336,4,Automatic,All Wheel Drive,4,Left-hand drive,Grey,12,784
45793280,CHEVROLET,Spark,2016,Sedan,Yes,Petrol,1,31970,4,Automatic,Front,4,Left-hand drive,White,4,11604
45550613,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,117000,4,Tiptronic,Front,4,Left-hand drive,Grey,8,18503
45806823,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,111111,4,Automatic,Front,4,Right-hand drive,Green,4,14113
45793534,NISSAN,March,2004,Hatchback,No,Petrol,1.4,177000,4,Automatic,Front,4,Right-hand drive,Yellow,4,5959
45804529,JEEP,Wrangler,2017,Jeep,Yes,Petrol,3.6,13897,4,Automatic,Front,4,Left-hand drive,Grey,4,92502
45618035,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2,37786,4,Automatic,All Wheel Drive,4,Left-hand drive,White,0,1019
45728747,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,152847,4,Automatic,Front,4,Left-hand drive,Silver,4,32035
45802787,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.2,78305,4,Automatic,Front,4,Left-hand drive,White,4,14376
45769352,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,221126,4,Automatic,Front,4,Left-hand drive,Black,0,220
45344701,LEXUS,HS 250h Hybrid,2010,Sedan,Yes,Hybrid,2.4,64000,4,Automatic,Front,4,Left-hand drive,Red,10,25089
45794369,HONDA,FIT,2003,Sedan,No,Petrol,1.3,155000,4,Automatic,Front,4,Right-hand drive,Blue,6,6899
45808645,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,2,29496,4,Automatic,Front,4,Left-hand drive,Black,12,5488
45042623,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,1000,4,Manual,Front,4,Left-hand drive,Grey,12,18817
45654360,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,224349,4,Automatic,Front,4,Left-hand drive,Grey,0,3450
43222352,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,157000,4,Automatic,Front,4,Right-hand drive,Silver,4,25
45522608,VOLKSWAGEN,Jetta,2003,Sedan,Yes,Petrol,2,137000,4,Manual,Front,4,Left-hand drive,Black,8,7997
45386880,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,50000,4,Automatic,All Wheel Drive,4,Left-hand drive,Grey,10,38888
45806621,DODGE,Journey,2010,Jeep,Yes,Petrol,3.5,243477,6,Automatic,Front,4,Left-hand drive,Blue,12,1882
45657165,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,146000,8,Automatic,All Wheel Drive,4,Left-hand drive,White,8,35438
45773725,HYUNDAI,Tucson,2015,Jeep,Yes,Petrol,2,0,4,Automatic,Front,4,Left-hand drive,Black,0,1019
45815398,HYUNDAI,Sonata SPORT,2015,Sedan,Yes,Petrol,2.4,67840,4,Tiptronic,Front,4,Left-hand drive,Black,8,23207
44922073,HYUNDAI,Elantra SE,2016,Sedan,No,Petrol,2,71886,4,Automatic,Front,4,Left-hand drive,Silver,8,17092
43951626,HONDA,FIT,2012,Hatchback,No,Petrol,1.3,129000,4,Automatic,Front,4,Right-hand drive,White,4,7150
45649868,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,101816,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,188
45811644,MITSUBISHI,Airtrek,2002,Jeep,No,LPG,0.2 Turbo,18800,4,Tiptronic,All Wheel Drive,4,Left-hand drive,Black,2,8154
45791839,NISSAN,Rogue Sport,2017,Jeep,No,Petrol,2,24000,6,Automatic,Front,4,Left-hand drive,White,8,34497
45784836,NISSAN,March,2010,Sedan,No,Petrol,1.2,97524,3,Automatic,Front,4,Right-hand drive,Purple,2,9408
45816648,TOYOTA,Auris,2016,Hatchback,No,Petrol,1.8,10200,4,Automatic,Front,4,Left-hand drive,White,10,24148
44935670,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.0 Turbo,131000,6,Automatic,All Wheel Drive,4,Left-hand drive,Grey,10,59272
45771717,MERCEDES-BENZ,E 270,2000,Sedan,Yes,Diesel,2.2,497000,8,Automatic,Rear,4,Left-hand drive,Silver,0,11604
45810158,FORD,C-MAX,2014,Universal,Yes,Hybrid,2,62000,4,Automatic,Front,4,Left-hand drive,Carnelian red,8,20385
45097806,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,195200,4,Tiptronic,Front,4,Left-hand drive,White,12,14426
45793691,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,68075,4,Automatic,Front,4,Left-hand drive,Silver,4,6144
45760616,TOYOTA,FJ Cruiser,2008,Jeep,No,Petrol,4,185600,5,Automatic,All Wheel Drive,4,Left-hand drive,Black,4,45473
45769628,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429,6,Automatic,Rear,2,Left-hand drive,Silver,12,15994
32558066,KIA,Optima,2014,Sedan,Yes,Hybrid,2.4,88000,4,Automatic,Front,4,Left-hand drive,White,10,11133
45789880,TOYOTA,RAV 4,2006,Jeep,No,Diesel,2.2 Turbo,198000,4,Manual,All Wheel Drive,4,Left-hand drive,Black,4,18189
45808607,FORD,Focus,2018,Sedan,Yes,Petrol,2,107664,4,Automatic,Front,4,Left-hand drive,Black,12,1333
45815470,LEXUS,ES 350,2013,Sedan,Yes,Hybrid,2.5,87952,4,Automatic,Front,4,Left-hand drive,Silver,12,1960
45761247,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062,4,Automatic,Front,4,Left-hand drive,Blue,0,26030
45816373,BMW,M3,2010,Coupe,Yes,Petrol,4,160000,8,Manual,Rear,2,Left-hand drive,Red,10,48000
45675628,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,76800,12,Tiptronic,All Wheel Drive,4,Left-hand drive,Black,0,81539
45815363,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.5,117000,4,Automatic,All Wheel Drive,4,Right-hand drive,Red,4,8781
45771289,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,627
45806544,CHEVROLET,Volt,2013,Hatchback,Yes,Hybrid,1.4,0,4,Automatic,Front,4,Left-hand drive,Grey,12,5802
45809975,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2,62649,4,Automatic,Front,4,Left-hand drive,White,4,8624
45795764,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,77600,4,Tiptronic,Front,4,Left-hand drive,White,12,21953
45793923,FORD,Focus,2015,Sedan,Yes,Petrol,2,90000,4,Tiptronic,Front,4,Left-hand drive,Grey,9,15681
45733242,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,502500,4,Automatic,Front,4,Left-hand drive,Orange,4,8154
45793173,TOYOTA,Camry SE,2019,Sedan,Yes,Petrol,2.5,500,4,Tiptronic,Front,4,Left-hand drive,Black,12,53000
45804567,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,168126,4,Automatic,Front,4,Left-hand drive,Silver,4,21181
45647622,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240,8,Automatic,All Wheel Drive,4,Left-hand drive,Silver,0,15681
45757694,CHEVROLET,Impala,2010,Sedan,Yes,Petrol,3.5,217656,6,Automatic,Front,4,Left-hand drive,Black,12,862
45753963,CHEVROLET,Volt,2014,Hatchback,No,Hybrid,1.4,65000,4,Automatic,Front,4,Left-hand drive,Silver,10,27284
45730372,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,70259,4,Automatic,Front,4,Left-hand drive,White,4,39458
45792375,KIA,SOUL,2013,Sedan,No,Petrol,1.6,131200,4,Tiptronic,Front,4,Left-hand drive,Black,8,18189
45797251,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,96893,4,Automatic,Front,4,Left-hand drive,Silver,4,31581
45791450,MERCEDES-BENZ,S 350 W2222,2014,Sedan,Yes,Diesel,3.0 Turbo,222222,6,Tiptronic,Rear,4,Left-hand drive,Black,12,117290
45815760,MERCEDES-BENZ,E 320,1997,Sedan,Yes,CNG,3.2,111111,6,Automatic,Rear,4,Left-hand drive,Black,6,7840
45814023,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,134720,4,Manual,Front,4,Left-hand drive,Blue,6,20385
45798100,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,39079,4,Automatic,Front,4,Left-hand drive,Silver,4,12287
45730345,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,217000,4,Automatic,Front,4,Left-hand drive,Black,4,20266
45815197,TOYOTA,Corolla,2019,Sedan,Yes,Petrol,1.8,39254,4,Automatic,Front,4,Left-hand drive,White,12,2822
45803600,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,55225,4,Automatic,Front,4,Left-hand drive,Black,4,16283
45715042,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,111000,8,Automatic,All Wheel Drive,4,Left-hand drive,Brown,12,71503
45733076,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,490516,4,Automatic,Front,4,Left-hand drive,Orange,4,8467
45804150,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,84154,4,Automatic,Front,4,Left-hand drive,Black,4,27654
45815980,HYUNDAI,Elantra,2013,Hatchback,Yes,Petrol,1.8,279182,4,Automatic,Front,4,Left-hand drive,Red,12,2509
45816009,FIAT,500C Lounge,2013,Cabriolet,Yes,Petrol,1.4,70000,4,Automatic,Front,2,Left-hand drive,Blue,6,13172
45797079,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,123187,4,Automatic,Front,4,Left-hand drive,Black,4,16123
45776614,NISSAN,X-Terra,2004,Jeep,No,Petrol,3.3,323200,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,2,3
45787383,MITSUBISHI,Montero,2000,Jeep,No,LPG,3,214000,6,Automatic,Rear,4,Left-hand drive,Black,4,9408
45797402,HYUNDAI,I30,2012,Hatchback,Yes,Diesel,1.6,78807,4,Automatic,Front,4,Left-hand drive,Silver,4,11917
45772565,AUDI,A7,2014,Hatchback,Yes,Petrol,3,191373,6,Automatic,All Wheel Drive,4,Left-hand drive,Grey,0,9565
44727071,MITSUBISHI,Pajero,1998,Jeep,No,Petrol,3.5,212000,4,Automatic,All Wheel Drive,4,Right-hand drive,Silver,2,9408
45785809,FORD,C-MAX,2014,Sedan,Yes,Hybrid,2,163000,4,Tiptronic,Front,4,Left-hand drive,Black,12,17876
45769401,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,266061,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,1411
45768754,CHEVROLET,Cruze ltz,2013,Sedan,Yes,Petrol,1.4 Turbo,123000,4,Automatic,Rear,4,Left-hand drive,Black,8,13485
45815241,MERCEDES-BENZ,ML 350,2014,Jeep,Yes,Petrol,3.5,94362,6,Automatic,Rear,4,Left-hand drive,White,12,3763
45798275,HYUNDAI,Elantra,2015,Sedan,Yes,Diesel,1.6,52313,4,Automatic,Front,4,Left-hand drive,White,4,19864
45789777,BMW,X5 x5,2005,Jeep,Yes,Petrol,3,250000,6,Tiptronic,All Wheel Drive,4,Right-hand drive,Black,4,15053
45811815,VOLKSWAGEN,Jetta,2009,Sedan,Yes,Diesel,2.0 Turbo,300000,4,Manual,Front,4,Left-hand drive,White,12,15000
45793912,TOYOTA,Ipsum,2002,Minivan,No,CNG,2.4,180000,4,Automatic,Front,4,Right-hand drive,Black,4,7527
45797414,NISSAN,Tiida,2005,Sedan,Yes,Petrol,1.5,21000,4,Manual,Front,4,Right-hand drive,White,3,7683
45667633,MINI,Countryman,2011,Sedan,Yes,Petrol,1.6,218000,4,Tiptronic,Front,4,Left-hand drive,Red,6,19444
43906005,TOYOTA,Corolla 04,2013,Sedan,No,Petrol,1.8,132800,4,Automatic,Front,4,Left-hand drive,White,10,15681
45797788,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,75631,4,Automatic,Front,4,Left-hand drive,Silver,4,13642
45814998,TOYOTA,Camry,2012,Sedan,Yes,Petrol,3.5,132165,6,Automatic,Front,4,Left-hand drive,Grey,12,706
45770861,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,84291,4,Automatic,Front,4,Left-hand drive,Black,0,17249
45804304,MERCEDES-BENZ,A 190,2002,Hatchback,Yes,Petrol,1.9,145000,4,Tiptronic,Front,4,Right-hand drive,Black,4,25
41644611,FORD,Focus,2012,Sedan,No,Petrol,2,68000,4,Automatic,Front,4,Left-hand drive,White,8,11604
45797753,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,85241,4,Automatic,Front,4,Left-hand drive,White,4,10663
44765366,MERCEDES-BENZ,SLK 230,1998,Cabriolet,No,Petrol,2.3,130000,4,Automatic,Rear,2,Left-hand drive,White,4,13172
45810365,CHEVROLET,Malibu,2013,Sedan,Yes,Petrol,2,156666,4,Automatic,Front,4,Left-hand drive,Black,4,20278
45791869,NISSAN,Rogue SL,2010,Jeep,No,Petrol,2.5,150000,4,Manual,Front,4,Left-hand drive,Black,8,15367
45798250,HYUNDAI,Elantra,2016,Sedan,Yes,Diesel,1.6,133200,4,Automatic,Front,4,Left-hand drive,White,4,25083
45801113,NISSAN,March,2004,Hatchback,No,Petrol,1.2,200000,4,Automatic,Front,4,Left-hand drive,Yellow,2,5500
45765897,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3,175614,6,Automatic,Rear,4,Left-hand drive,Black,12,2430
45000476,MERCEDES-BENZ,Vito,2011,Minivan,Yes,Diesel,2.2 Turbo,145000,4,Tiptronic,Rear,4,Left-hand drive,Black,8,38574
45804915,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,52303,4,Automatic,Front,4,Left-hand drive,Silver,4,15524
45797055,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,27000,4,Automatic,Front,4,Left-hand drive,Silver,4,34607
45798334,HYUNDAI,Elantra,2011,Sedan,Yes,Hybrid,1.6,60000,4,Manual,Front,4,Left-hand drive,White,8,18817
42865949,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,169000,4,Automatic,Front,4,Left-hand drive,Silver,12,14113
43448352,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,87000,4,Automatic,Front,4,Right-hand drive,White,2,10506
45771147,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,136712,4,Automatic,All Wheel Drive,4,Left-hand drive,White,0,470
44776961,BMW,328,2012,Sedan,Yes,Petrol,2,142152,4,Automatic,Rear,4,Left-hand drive,Black,12,18189
45751960,AUDI,A6,2017,Sedan,Yes,Petrol,2,0,4,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,13172
45760655,SUBARU,Forester,2014,Jeep,Yes,Petrol,2,110098,4,Automatic,All Wheel Drive,4,Left-hand drive,White,0,314
45647965,AUDI,Q3,2016,Jeep,Yes,Petrol,2,1717,4,Automatic,All Wheel Drive,4,Left-hand drive,Black,0,16308
45732151,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,120337,4,Automatic,Front,4,Left-hand drive,Black,4,44558
44909661,HYUNDAI,Accent,2016,Sedan,No,Petrol,1.6,80000,4,Tiptronic,Front,4,Left-hand drive,White,6,21326
45730677,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,71672,4,Automatic,Front,4,Left-hand drive,White,4,30596
45809279,NISSAN,Frontier,2017,Sedan,Yes,Petrol,4,81757,6,Automatic,Rear,4,Left-hand drive,Red,12,7213
45729688,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,50015,4,Automatic,Front,4,Left-hand drive,Blue,4,28241
45655661,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,138038,6,Automatic,Front,4,Left-hand drive,White,12,1019
45802450,HYUNDAI,Grandeur,2014,Sedan,Yes,LPG,3,91456,4,Automatic,Front,4,Left-hand drive,Black,4,14426
45790012,SUBARU,Stella,2012,Hatchback,No,Petrol,0.7,14000,3,Automatic,Front,4,Right-hand drive,Silver,0,6899
45808286,HONDA,Cr-v,2010,Jeep,Yes,Petrol,2.4,106312,4,Automatic,All Wheel Drive,4,Left-hand drive,Silver,12,8311
45769448,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285,6,Automatic,All Wheel Drive,4,Left-hand drive,Black,12,627
45785565,BMW,X5,2001,Jeep,Yes,Petrol,3.0 Turbo,240000,6,Tiptronic,All Wheel Drive,4,Left-hand drive,Black,6,13485
45803817,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,94558,4,Automatic,Front,4,Left-hand drive,White,4,38445
45397674,NISSAN,Tiida,2005,Hatchback,No,Petrol,1.5,97000,4,Automatic,Front,4,Right-hand drive,Silver,0,9722
45810428,MINI,Cooper,2010,Hatchback,Yes,Petrol,1.6,195602,4,Automatic,Front,4,Left-hand drive,Brown,12,157
42285397,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,107000,4,Automatic,Front,4,Right-hand drive,Sky blue,8,9722
45816506,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.5,67000,4,Tiptronic,All Wheel Drive,4,Left-hand drive,White,8,43905
45729808,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,90000,4,Automatic,Front,4,Left-hand drive,Black,4,27356
45809882,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,108901,4,Automatic,Front,4,Left-hand drive,Grey,4,15173
45806607,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,203200,4,Automatic,Front,4,Left-hand drive,Black,12,25089
45638912,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,110531,4,Automatic,All Wheel Drive,4,Left-hand drive,Red,0,14426
45041107,FORD,Focus,2012,Hatchback,No,Petrol,2,192000,4,Tiptronic,Front,4,Left-hand drive,White,8,15681
45802244,BMW,320,2003,Sedan,No,Petrol,2,136950,4,Tiptronic,Rear,4,Left-hand drive,Red,6,11917
45810022,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,105000,4,Automatic,Front,4,Left-hand drive,Black,4,25669
45769051,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486,6,Automatic,All Wheel Drive,4,Left-hand drive,Silver,12,314
45765229,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195,4,Automatic,Front,4,Left-hand drive,Black,0,862
45751858,HONDA,Hr-v,2017,Jeep,Yes,Petrol,1.8,94339,4,Automatic,All Wheel Drive,4,Left-hand drive,White,12,9565
45629936,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,124493,4,Automatic,Front,4,Left-hand drive,White,0,314
45670439,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4,78000,4,Tiptronic,Front,4,Left-hand drive,Sky blue,6,14740
